,Predictions
677,84809.80038401452
678,44916.95826535218
680,59759.21231532673
681,53607.77958683585
682,190688.99575650095
684,7675.539247705587
685,49278.67071295786
686,22564.508578885667
688,28556.085587268928
689,56031.818644730374
690,51543.64726921535
691,45025.030719957605
692,22037.59031144908
693,54147.486978854286
694,104567.2135115997
695,80063.57552501906
696,28560.883523115423
697,56787.716236922715
698,25952.369207786047
699,62818.13381040213
700,54363.26727083037
701,51861.25926240318
702,40815.60153028989
703,103461.61442710296
704,9492.96637733998
705,75397.5109290352
706,47204.76535222272
707,65901.01125849734
708,61029.47291265114
709,21189.991663381894
710,30395.82102980523
711,67379.52793594016
712,396.22209063210175
713,18862.564854967233
714,40918.3989412949
715,29216.45053039823
716,57577.818271208904
717,32491.681242256134
718,31797.34436593845
720,28957.110399111552
721,19790.072661310376
722,83871.40733020264
723,41883.75984742772
724,73071.59317422725
725,33859.95411589998
726,60635.22288833218
727,93031.76907125345
728,40089.77934824626
729,36842.121197877015
730,67016.11727380694
731,18786.31189398031
732,1485.017612076801
734,92765.1495652943
735,21316.96265853924
736,121803.29992169584
737,27791.69630948914
738,20958.144801174378
739,15488.871037946301
740,184052.87000282636
741,91207.78816772823
742,35156.71785472144
743,61045.88802847802
744,28615.86418349293
745,9741.337538053514
746,60093.02352728031
748,29343.07780787823
749,8094.459503920007
751,43562.81179479789
752,2509.226457185927
753,29770.118141087325
754,27644.994455266162
755,61888.19486721238
756,64971.53198052826
757,46376.81690618832
758,20161.997208345943
759,36982.04106685956
760,19636.175058203866
761,6908.967515303899
762,62919.45190298266
763,9495.646966427914
764,21452.263811212906
765,31126.71238488925
766,59324.45917938955
767,56860.23760065224
768,43119.34946852198
769,6292.70340464529
770,34936.462526767806
771,118277.02214941321
772,24107.731170123996
773,42223.17003548742
775,69329.77122643072
776,10946.543039219745
777,31118.967269346555
778,86975.63643388508
779,103320.11814056427
780,32710.211335054075
781,28636.918835362216
782,28722.199193306267
783,98842.70735936338
784,31762.195598907158
785,12764.857272087655
786,113595.85891576408
787,59199.73990491242
788,43578.21497578264
789,66103.063167883
790,68973.34665581197
791,3142.1126694547565
792,30034.448669720703
793,21175.897335940273
794,15524.367408311198
795,76652.91526903701
796,3466.9002330365765
797,22059.95784694358
799,29883.829062450415
800,1953.7976412084972
801,41268.37359587397
802,27636.93041573692
803,58744.2780286925
804,22122.26703250123
805,43791.070163874625
806,34510.13852979566
807,44718.05422859371
808,124357.28911505191
809,177411.69134706972
810,75613.31396806464
811,95392.69581530176
812,14959.656538395953
813,12434.86213665623
814,13442.134779491345
815,1458.4535919602786
816,55982.54616168144
817,5621.838471682975
818,102133.62594251207
819,23911.30186379183
820,57095.504463941645
821,46074.34738402098
823,21461.890104110178
824,29500.4197384227
825,111560.96282773293
826,18509.2297580264
827,26017.939323654922
828,107416.40878931552
829,28417.172043447586
830,14761.96237608431
831,43616.215698844375
832,29717.51540272133
833,7412.919244576304
834,90583.16096941778
835,2686.249137443854
836,48913.958546965616
837,37114.06888733446
839,67656.97207316436
840,6043.232003309706
841,93182.60265903018
842,121532.11975938932
843,39593.31707373934
844,85511.89416858641
845,64635.77003037013
846,39108.03567694384
847,40295.40907156651
848,76428.84036252479
849,133128.24611008537
850,8894.588797494827
851,136327.74122665814
852,100456.00864472572
853,72709.48768553254
854,82410.25398631519
855,75789.83483028889
856,86648.28277510215
857,2118.9060748761985
858,66816.20966026201
859,34172.823257210635
860,46555.822244218405
861,86198.62967823626
862,75783.14080169209
863,37576.90581373853
864,88127.88757144404
865,40026.337471610896
866,28813.883287139877
868,31116.299950192188
869,4451.661741321426
870,80742.04078041087
871,74196.30148479316
872,67399.00491068195
874,57863.67922237492
875,36355.46131653397
876,32995.02582192881
877,13852.934082697742
878,60880.19004546004
879,44475.73630005753
880,18638.58831476007
881,60624.51790752716
882,5470.789644439021
883,33884.83169713436
884,7303.965250554364
885,127618.2737154715
886,34942.18950105499
887,86046.0006478689
888,33038.51013940186
889,27831.702591296984
890,17069.555484898738
891,12281.14427338331
892,44202.83672410087
893,60484.10114630606
894,134496.14736914955
895,31197.24521620822
896,14086.004062872671
897,34840.83175444818
898,9316.370046827753
899,63511.93542517521
900,10965.987143712991
902,11055.237997533099
903,34057.47901997392
904,13671.53847510647
905,36941.38475171733
906,40983.71297293797
907,21355.529483986058
908,49615.91900419045
909,62389.960307089146
910,22246.59297914742
911,65355.52741300242
912,12053.568471653562
913,83474.46064129545
914,20067.03075716883
915,51638.10607342556
916,92239.57685451084
917,48782.77282977104
918,77841.7658456593
919,42006.7937412762
920,36456.37813736076
921,36932.24948954361
923,29176.04556254405
924,6431.018172267926
926,76671.0750803368
927,36513.75823917586
928,24904.50711088706
929,57624.75581885263
930,57084.451122529834
931,75228.56407716611
932,44036.23502904386
933,1562.7979383117636
934,68170.51101351166
935,12855.339487859907
936,82614.02409655624
937,26731.242182794027
938,16365.393989373202
939,19512.77002510958
940,100590.29326243445
941,91552.10231706861
942,26868.216376289667
943,5614.937258688646
944,32643.110035453603
945,25944.03563374147
946,21461.89457506477
947,56872.0499040664
948,31902.134321532096
949,111289.86930711038
950,20154.607442725566
951,11447.463821517711
952,75719.29301943158
953,3439.0881892176258
954,34074.00029525708
955,35262.90227239876
956,28803.260786733503
957,66334.21982176279
958,31720.252940152306
959,12731.984169127623
960,56349.27122335063
961,18471.91617478049
962,33268.20890326373
964,36078.84593323761
965,86638.77411045911
966,54786.55191314462
967,17940.29986121392
968,5517.043814201112
969,37493.93800747159
970,7982.015681767298
971,136282.92885398542
972,24189.225669896638
973,76811.99398431004
974,25413.620699257735
975,21106.82269392346
976,74190.82738037957
977,68049.0333360417
978,81026.77858117424
979,26007.025597127795
980,4388.738472299534
981,88635.13482429445
982,22525.0793996134
983,131903.86876544368
984,39793.51264785603
985,22551.340121150482
986,45267.50727989702
987,103538.14623162724
988,65618.70911529288
989,29059.374007027625
990,98465.13145116545
991,47891.02933065037
992,94591.00781083669
993,27106.754027699848
995,23431.992134468368
996,40187.0951102922
997,13499.103464923159
998,97967.74595843087
999,105713.11728468293
1000,17083.965668980498
1001,30714.779107248585
1002,14106.944360509151
1003,40665.72458760053
1004,25867.105418068357
1005,2889.269112595066
1006,36326.78731620891
1007,2986.213624489028
1008,31348.50477775786
1009,75374.52973274636
1010,26655.48421566334
1011,21251.44915682156
1012,25105.708996589558
1013,75217.02292163417
1014,41879.05791981472
1015,43409.135452178656
1016,19938.198434217426
1017,41697.90950806398
1018,18097.717323933728
1019,8154.332701743566
1020,11103.810015692128
1021,80125.32553208023
1022,47421.82029662808
1023,50821.64080882244
1024,9273.38278432723
1025,44480.214225538686
1027,15700.44272846861
1028,50076.70128430688
1029,55262.25242915796
1030,27683.54892945726
1031,17960.233326570946
1032,26489.6173951205
1033,78576.49745204186
1034,52153.456533796474
1035,34115.89603707625
1036,41872.97338446535
1037,118681.27485651718
1038,109975.47032399883
1039,48724.94493498627
1040,13496.927706037692
1041,23511.35272497675
1043,8592.538366581735
1044,35774.84918274687
1045,38417.35911137558
1046,42687.22151102251
1047,123540.23965396747
1048,87622.10055270587
1049,986.1743379608524
1050,81043.75731100596
1051,21363.33173370993
1052,34299.97317140273
1053,57223.84287069517
1054,33159.46419281344
1055,47236.24968835435
1056,32751.046945525595
1057,40175.824656278855
1058,27796.88827005215
1059,33296.12954586558
1060,10449.073238479483
1061,67659.40380822137
1062,29225.375577741273
1063,7425.512506401705
1064,24057.51347854518
1065,17722.311669675546
1066,19976.78273144446
1067,133965.42037621714
1068,104362.40419618046
1069,75383.82332516913
1070,15304.459990948322
1072,21287.326910216565
1073,6885.313665291818
1074,34265.76779310239
1075,8676.925529965432
1076,41830.76390976843
1077,93134.55033697464
1078,38155.30355250163
1080,46321.460329185065
1082,12187.719587630214
1083,34505.10117404585
1084,9850.926619929713
1085,50192.954172499565
1086,87105.29335015279
1087,20066.63807358907
1088,28412.006832248444
1089,51368.28916827825
1090,15254.677560373719
1091,7373.3781066379015
1092,39520.17205711431
1093,74165.78851212485
1094,26174.558487295668
1095,73009.43105253737
1096,24329.467502511834
1097,5591.855944427618
1098,13879.601989025876
1099,17090.043452526268
1100,66918.71791704747
1101,38293.461113534606
1102,47081.46304487268
1103,17395.91045106511
1104,20534.450764741516
1105,31175.251741790154
1106,38932.86941974069
1107,36366.574972721544
1108,60756.12322688801
1109,59501.24510164131
1110,56118.378463685076
1111,68756.39000681732
1112,33160.70631623504
1113,37668.38465137227
1114,195347.1267014485
1115,93113.04905302325
1116,16010.40880188276
1117,19261.880925170553
1118,56814.18756700854
1119,87467.35998958466
1120,172552.64036668217
1121,164142.23177343918
1122,99544.95371158229
1123,38761.768560071476
1124,77080.24900377227
1125,45449.262922372
1126,4251.320270791912
1128,9999.699484423705
1129,84807.75419808581
1130,27239.054980361165
1131,61038.24557700445
1132,57640.372391303245
1133,76589.01391284441
1134,6515.633319659333
1135,57806.72519178456
1136,709.9491339981178
1137,107918.2353521919
1138,36031.41089569716
1139,35631.461889074824
1140,5580.995243648693
1141,54992.5464261896
1142,36574.49365629538
1143,41266.77026417712
1144,4909.310046678729
1145,25373.27196490523
1146,4457.546286953468
1147,18553.760027687153
1149,3556.408412760502
1150,58319.15593532074
1151,13509.81081091291
1152,50168.47364693778
1153,10152.80038718434
1154,7537.319681421752
1155,32269.601772372815
1156,25971.6056095112
1157,53126.028024976986
1158,3198.8056844761886
1159,54624.05430825634
1160,56850.97764365419
1161,71851.65300593371
1162,23403.36454916076
1163,49209.17205489398
1164,55216.732350263395
1165,54343.99537288913
1166,36241.98919946456
1167,17616.506284706236
1168,56873.99048160837
1169,19845.95976411921
1170,16784.522044969577
1171,78812.71880390437
1172,13344.642569243442
1173,1665.7219726745825
1174,30509.512981559557
1175,50046.39991034244
1176,21377.215211545612
1177,129950.38093542791
1178,118175.59584563665
1179,38242.7825473081
1180,42526.47235707275
1181,19558.228263098543
1182,128440.17204443479
1183,107728.95137326937
1184,11360.723926741382
1185,18141.647236320743
1186,38890.62950321054
1187,56953.10431551802
1188,83446.83566546679
1189,26726.801184747164
1190,491.5919759864628
1191,18818.82788149538
1192,61069.80629017347
1193,22307.06127375638
1194,81100.47743338795
1195,36793.12538189988
1196,99964.97727631248
1197,91000.94762503722
1198,59189.29272000844
1199,20113.416895682836
1200,42042.16269299938
1201,19724.71211460879
1202,40157.12140920432
1203,50290.2880475056
1204,26913.66193446025
1205,593.4325192953984
1206,15348.757101609299
1207,58322.03766013865
1208,22006.031886487646
1209,14403.623461832525
1210,92050.05189423004
1211,146282.92246209015
1212,60270.313545652025
1213,90848.94069258266
1214,122867.85958063114
1215,49526.820458655595
1216,60304.447527183715
1217,40903.48765286646
1218,50806.60009650921
1219,75476.30911642234
1220,66802.32977618367
1221,19910.026589888934
1222,33511.46250704909
1223,5489.182102492632
1224,62930.01774265405
1225,51430.603735246375
1226,3332.0697551811027
1227,7554.068324394859
1228,10067.255334633752
1229,9382.593190801053
1230,13714.85546832181
1231,20341.36177612198
1232,71505.82007272678
1234,14014.19060807921
1235,5993.326867547119
1236,37373.38237633958
1237,19471.54486370462
1238,62222.2393637817
1239,7512.490548727219
1240,102906.04866415105
1241,22980.356358069548
1242,35094.34776840688
1243,20208.128602344543
1244,9581.455221688622
1245,87964.133628791
1247,31006.171914252714
1248,62328.80005341233
1249,78791.31563997638
1250,50445.35929750846
1251,29508.263564965222
1252,58115.31863417532
1253,51765.08177756649
1254,8723.99833468764
1255,26396.9594187467
1256,1864.0545353762573
1257,50649.106437886454
1258,74681.5877582549
1259,18022.78620589318
1260,468.61486101473565
1261,74603.74282243347
1262,117439.51420932973
1263,31250.209165128414
1264,54616.7461180063
1265,32414.99891988968
1266,34782.72422422873
1267,96578.21311176158
1268,6350.488812860567
1269,63700.12363778864
1270,6024.195952516879
1271,111966.7556080558
1272,73024.15253650985
1273,106941.06742597013
1274,30014.778557779064
1275,107582.58448301652
1276,9857.015829165073
1277,17643.838632970554
1278,21070.600074432237
1279,14528.931355384222
1280,31285.067793553317
1281,56715.511212125566
1282,84746.71867759043
1283,64248.209657859494
1284,53101.73785613259
1285,64926.29293711198
1286,15045.749303455043
1287,18631.94233674262
1288,39953.022875521216
1289,40267.89666812139
1290,23391.099730861897
1291,70475.49049057844
1292,62628.95175535086
1293,14234.4828909551
1295,31118.25715283971
1296,31417.469678816648
1297,5144.445782069844
1298,65212.20160858496
1299,32001.158504413732
1300,38840.375175441965
1301,115082.06727460705
1303,15017.847397218895
1304,14500.447985192339
1305,124757.13100962015
1306,77322.27119080938
1307,7763.5064917345735
1308,15615.198404306691
1309,2337.7937049902976
1310,23991.842239142687
1311,47890.16744815136
1313,42971.927229500376
1314,6409.3034255247185
1315,32336.858687019732
1316,39887.124589235755
1317,26934.506991123344
1318,34352.3697885758
1319,28666.291875586525
1320,45799.66178863024
1321,84873.27854290619
1322,11757.640250241282
1323,41527.55376324293
1324,68888.0151406943
1325,24849.78982650867
1326,101277.88801502672
1327,54456.323124466115
1328,54080.93142491329
1329,65657.0853932708
1330,19011.026741712238
1331,30860.42459293586
1332,23218.736863927654
1333,18510.456099492672
1334,18646.429664058815
1335,73785.2553341643
1336,21276.74641486825
1337,77313.54966432019
1338,71097.44705648709
1339,40437.894308872055
1340,26352.122997458704
1341,43283.59417927617
1342,23719.42438214901
1343,99820.6161921251
1344,54687.875353749405
1345,41804.11633523065
1346,130796.80020553313
1347,26030.558362277283
1348,91300.80576387033
1349,48039.910134736245
1351,93390.83207198218
1353,26159.255044170044
1354,33818.41897123918
1355,24842.8681994848
1356,7448.138529447475
1357,24053.24547152617
1358,3220.093144722967
1359,35895.836717220256
1360,84673.12924214586
1361,44725.45937124503
1362,27391.068371521396
1363,19329.02613444513
1364,54237.7379507756
1365,104639.5741227451
1366,5679.780788580756
1367,17327.980970233155
1368,103653.24278404764
1369,17846.12691738078
1370,160313.68918748302
1371,81524.31412752808
1372,88160.83068634279
1373,34448.39661181436
1374,39502.65876159564
1375,71192.28833685126
1376,15473.084434170203
1377,30791.11352130506
1378,51826.59570076654
1379,12016.062831148432
1380,54650.51759005769
1381,25809.41713706343
1382,63231.31280856786
1384,32652.792630622163
1385,57445.25499021419
1386,38522.38759738111
1387,87586.69267186549
1388,28648.73798123293
1389,19149.016022686556
1390,19739.969228944567
1391,4044.380552475457
1392,133883.41548029933
1393,32099.36858670201
1394,44369.04360900255
1395,52884.263770696794
1396,13496.072234268955
1397,38550.44162843618
1398,30347.729463513766
1399,135536.98283175388
1400,5674.387174122123
1401,65554.5715698011
1402,34390.604116584
1403,16082.599562053467
1404,33489.782453746564
1405,53325.81784361138
1406,38264.16943674622
1407,22591.69529809826
1408,81256.49141652224
1409,46703.659407563275
1410,49352.014570582454
1411,41922.040125717176
1412,19548.440097882034
1413,52141.1533459787
1414,68558.25296016506
1415,59489.63149022608
1416,24796.154227183637
1417,53493.39153157841
1418,68042.97805887277
1419,62678.76740639334
1420,73472.38883639782
1421,1205.4947819372755
1422,54368.60146888546
1424,95798.90619309866
1425,27852.84834065687
1426,92693.6853845845
1427,17446.422340382444
1428,98543.62611057691
1429,459.0955265688972
1430,81779.45081665451
1431,32453.119649295055
1432,79452.44683910019
1433,46900.37541958931
1434,23510.447195935703
1435,13484.91098530784
1436,38651.28582141359
1437,69195.77504704692
1438,66515.79132062962
1439,65800.944354137
